neutral	0.833770467193
contradiction	0.872701097951
entailment	0.9505231805
contradiction	0.770639629121
contradiction	0.861878359597
contradiction	0.729386181858
contradiction	0.975760533619
neutral	0.807765988384
contradiction	0.887789010822
neutral	0.918152003126
contradiction	0.785296334288
contradiction	0.887318436132
contradiction	0.939579983345
entailment	0.926174207007
neutral	0.689061370585
entailment	0.848494568079
entailment	0.928123519577
entailment	0.841443534209
neutral	0.824421349016
contradiction	0.894691782532
neutral	0.888121390258
entailment	0.423547723902
neutral	0.846383559571
neutral	0.883822074685
neutral	0.880385157452
contradiction	0.829007505321
neutral	0.766270838482
contradiction	0.734580838358
neutral	0.850109359386
neutral	0.667446427442
entailment	0.538568233116
entailment	0.559345923829
contradiction	0.885096565494
entailment	0.791364345092
entailment	0.829561582575
neutral	0.938078938358
neutral	0.789202075104
entailment	0.787900785603
entailment	0.812660055124
contradiction	0.895059385654
neutral	0.868642751986
contradiction	0.761342508459
entailment	0.877889276455
contradiction	0.873932651237
contradiction	0.624594374299
contradiction	0.868650731079
entailment	0.77996695185
entailment	0.839034680357
entailment	0.752494733392
entailment	0.891646581158
neutral	0.687977705324
contradiction	0.77171176014
entailment	0.842661188039
neutral	0.929333333015
contradiction	0.770593067162
neutral	0.732038462497
entailment	0.847045298658
contradiction	0.524413441218
contradiction	0.933767977232
neutral	0.908005717791
neutral	0.818913051625
entailment	0.727636080752
neutral	0.871504239062
contradiction	0.918546400229
contradiction	0.728475818414
neutral	0.729793354894
entailment	0.604433209488
contradiction	0.844158435116
entailment	0.82850553494
entailment	0.801405366272
contradiction	0.703739576152
entailment	0.778404070385
contradiction	0.940301335627
contradiction	0.654801949187
contradiction	0.786920906854
neutral	0.691662959643
entailment	0.886630565389
neutral	0.706479006036
contradiction	0.883997190733
contradiction	0.929699494711
entailment	0.914406997436
entailment	0.913117870005
neutral	0.922446896737
contradiction	0.819230992738
neutral	0.868502057053
contradiction	0.882656388868
entailment	0.848513330558
neutral	0.922451191184
entailment	0.892108624452
entailment	0.930653987072
neutral	0.92989119828
neutral	0.847644216619
contradiction	0.758432317409
entailment	0.785895455792
entailment	0.908391875279
neutral	0.869406209477
entailment	0.918261014607
entailment	0.880817556875
neutral	0.878897372889
entailment	0.860647867624
neutral	0.533458174405
entailment	0.766219943215
entailment	0.96157805352
entailment	0.766482267528
neutral	0.670447119847
neutral	0.817501353511
entailment	0.885320815331
entailment	0.40415840722
contradiction	0.623064862201
contradiction	0.951525149193
contradiction	0.936029788328
-	0.972527435763
entailment	0.708327158717
entailment	0.644109409488
-	0.499649555232
entailment	0.717331792187
entailment	0.807585904388
entailment	1.0
entailment	0.933805526467
entailment	0.902105909748
entailment	0.830474025547
neutral	0.84059469153
entailment	0.408147459544
entailment	0.773760716548
entailment	0.871406957028
contradiction	0.80403011511
entailment	0.766793145333
neutral	0.956002124862
contradiction	0.790982797742
entailment	0.975464002414
entailment	0.822982177586
entailment	0.30158802656
entailment	0.963679987888
neutral	0.749853387195
contradiction	0.926386533914
contradiction	0.549458415939
entailment	0.76204179991
entailment	0.854344633732
entailment	0.852486671966
contradiction	0.826330938799
entailment	0.835296805035
neutral	0.795226014307
neutral	0.964671639106
entailment	0.813096433946
neutral	0.692764541379
neutral	0.703031759705
contradiction	0.907135332866
neutral	0.974262784833
entailment	0.865547234689
neutral	0.861799820042
neutral	0.864376612794
contradiction	0.551790364985
contradiction	0.651292986622
entailment	0.931444054354
entailment	0.941571975062
entailment	0.714663725047
neutral	0.894473644326
entailment	0.820785719679
entailment	0.861631063092
-	0.750265571196
entailment	1.0
contradiction	0.749139050139
neutral	0.499399961643
contradiction	0.899162506692
entailment	0.388536699566
contradiction	0.689053399501
neutral	0.516214878509
neutral	0.922179467042
neutral	0.684024831337
contradiction	0.705251675265
entailment	0.390596717966
contradiction	0.593322749846
neutral	0.809192543817
neutral	0.878106693956
neutral	0.923076473143
contradiction	0.676968108771
neutral	0.89622100826
neutral	0.7989385251
