contradiction	0	0	0	1	0	0	0	0	100	0.21713057399841187	0.512952300883725	100	0.4724028932273388	32050c							
entailment	0	0	0	1	0	0	0	0	0.0	0.0	1.0234341869295742	1.0234341869295742	0.0	254941e							
contradiction	0	0	0	1	0	0	0	0	100	0.8100280075190328	100	0.0	0.0	116998c							
contradiction	0	0	0	1	1	1	0	0	0.0	100	100	100	0.0	92994c				savoir			
contradiction	0	0	0	1	0	0	0	0	0.0	100	100	0.602023787237693	0.0	110586c							
contradiction	0	0	0	1	0	0	0	0	0.0	100	100	100	0.0	108866c							
contradiction	0	0	0	1	0	0	0	0	0.6948132924316079	0.8667818906361163	0.7606930734105499	0.5155110299118552	0.46993319850112214	81373c							
contradiction	0	0	0	1	0	0	0	0	100	100	0.8421124430761737	100	0.0	123020c							
contradiction	0	0	0	1	0	0	0	0	0.0	0.48074508002666405	0.30150403696858774	0.485681178042962	0.7037465447995216	136850c							
contradiction	0	0	0	1	0	0	0	0	0.5430347728968051	100	0.6647295885077776	100	0.0	107123c							
entailment	0	0	0	1	1	1	0	0	0.7061014722745371	0.0	0.7012298293338093	0.7215160551431352	0.0	158536e				être			
entailment	0	0	0	1	0	2	0	0	0.0	100	100	1.0814864400857218	0.8409945186306143	259381e							
entailment	0	0	0	1	0	0	0	0	0.0	0.5735328608038139	0.689826495463153	0.7665710797571959	0.5554689090187569	251971e							
entailment	0	0	0	1	0	0	0	0	0.0	100	100	0.6048017721118338	0.6449959438217879	258295e							
contradiction	0	0	0	1	0	0	0	0	0.24603354510736083	0.7325387293733597	0.4627568289833139	0.5598673993569514	0.0	50862c							
entailment	0	0	0	1	0	0	0	0	100	100	100	100	100	287813e							
contradiction	0	0	0	1	0	0	0	0	0.618601732057073	100	100	0.5453114778667463	0.0	19910c							
contradiction	0	0	0	1	0	1	0	0	0.2770232390447828	100	0.9292258421731723	100	0.27460038321265334	135333c							
entailment	0	0	0	1	0	0	0	0	0.2426995223969298	100	0.3942034577379652	100	0.5083497473735479	285908e							
entailment	0	0	0	1	0	0	0	0	100	0.8340909127667441	0.8279800241434249	100	0.0	223693e							
contradiction	0	0	0	1	0	0	0	0	0.35863887898642904	0.3793965970734923	0.2622839082800438	0.4946941204220932	0.5114457381246027	348621n							
entailment	0	0	0	1	0	0	0	0	0.8735517800758322	0.6030544428101944	0.6436648868245538	0.9385601687334542	0.7124525322972389	215401e							
entailment	0	0	0	1	0	0	0	0	0.0	100	100	0.9163852224997759	0.6955128730851666	161388e							
entailment	0	0	0	1	0	0	0	0	100	100	100	100	0.5615215343514987	277396e							
entailment	0	0	0	1	0	0	0	0	100	100	100	100	100	191740e							
contradiction	0	0	0	1	0	0	0	0	1.0421112226765752	0.5056369082828329	0.8646344622910578	0.9608678012754678	0.815270431249145	132009c							
contradiction	0	1	0	1	0	1	0	0	0.9321597073242367	100	100	0.6134588884181679	0.7041124574305225	75069c	laisser	tenir					
entailment	0	0	0	1	0	1	0	0	0.7892800300745377	100	0.17025849800999307	100	0.6800270282704723	389288n							
contradiction	0	0	0	1	0	0	0	0	1.0680709824724675	0.8178784043455897	0.9173969976941604	0.5447599552462448	0.38574431564650913	23658c							
contradiction	0	0	0	1	1	1	0	0	0.3949844458585423	100	0.461277564472079	100	0.0	111675c				payer			
contradiction	0	0	0	1	0	0	0	0	0.6604346414901273	0.8940041472879148	0.6933462947921873	0.9452496338376163	0.0	111409c							
entailment	0	0	0	1	0	0	0	0	100	100	100	100	100	216970e							
entailment	0	0	0	1	0	0	0	0	0.0	0.37826606202183116	0.8261489534447402	0.9892028632952033	0.5931653709083073	259739e							
entailment	0	0	0	1	0	0	0	0	0.0	0.18305214957712515	0.4729264167156847	0.5628006955695176	0.8177680013901505	165229e							
entailment	0	0	0	1	0	0	0	0	0.8017226687055004	0.7883502682619642	0.7416227592792746	0.6522956688058664	0.7733329226349127	237449e							
contradiction	0	0	0	1	1	1	0	0	100	0.9610631420923913	0.0	100	0.0	4794c				voir			
entailment	0	0	0	1	0	0	0	0	0.0	0.5231059600493378	0.9896006059518387	0.8563635426818133	0.0	152926e							
contradiction	0	0	0	1	0	0	0	0	100	0.6730801658685739	100	0.4364956588039796	0.43905503437095883	112577c							
entailment	0	0	0	1	0	0	0	1	0.0	100	100	100	0.0	213725e							
contradiction	0	0	0	1	0	0	0	0	0.0	0.433323141087452	0.8184965817710365	0.6971068242599556	0.4435541563095122	21233c							
contradiction	0	0	0	1	0	0	0	0	0.0	100	100	0.8249774989780189	0.63962681700291	84712c							
entailment	0	0	0	1	0	0	0	0	0.5387383644249929	100	100	0.5232400595823195	0.7856746895717726	382715n							
contradiction	0	0	0	1	0	0	0	0	100	100	100	100	100	55135c							
contradiction	0	0	0	1	0	0	0	0	0.719027142208278	0.36402944166199613	0.3503853669296569	0.8330035811483794	0.815270431249145	64880c							
entailment	0	0	0	1	0	0	0	0	0.7252486311899781	100	0.2971337234510373	100	0.0	161963e							
contradiction	0	0	0	1	0	0	0	0	1.0421112226765752	0.7216771737988293	0.9699682104830146	0.9774418381391018	0.815270431249145	128039c							
